Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65
Gl-51_S20.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.03289473684210526)	(232, 0.05482456140350876)	(237, 0.05482456140350876)	(242, 0.05482456140350876)	(247, 0.05482456140350876)	(252, 0.05482456140350876)	(257, 0.05482456140350876)	(262, 0.05482456140350876)	(267, 0.05482456140350876)	(272, 0.05482456140350876)	(277, 0.05482456140350876)	(282, 0.08771929824561403)	(287, 0.10964912280701752)	(290, 0.10964912280701754)
Gl-51_S20.R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.043859649122807015)	(117, 0.10964912280701752)	(122, 0.10964912280701752)	(127, 0.10964912280701752)	(132, 0.10964912280701752)	(137, 0.10964912280701752)	(142, 0.10964912280701752)	(147, 0.10964912280701752)	(152, 0.10964912280701752)	(157, 0.10964912280701752)	(162, 0.10964912280701752)	(167, 0.10964912280701752)	(172, 0.10964912280701752)	(177, 0.10964912280701752)	(182, 0.10964912280701752)	(187, 0.10964912280701752)	(192, 0.10964912280701752)	(197, 0.10964912280701752)	(202, 0.10964912280701752)	(207, 0.10964912280701752)	(212, 0.10964912280701752)	(217, 0.10964912280701752)	(222, 0.10964912280701752)	(227, 0.10964912280701752)	(232, 0.10964912280701752)	(237, 0.10964912280701752)	(242, 0.10964912280701752)	(247, 0.10964912280701752)	(252, 0.10964912280701752)	(257, 0.10964912280701752)	(262, 0.10964912280701752)	(267, 0.10964912280701752)	(272, 0.10964912280701752)	(277, 0.10964912280701752)	(282, 0.3399122807017544)	(287, 0.6578947368421053)	(290, 0.6578947368421053)
Gl-51_S20.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.010964912280701754)	(47, 0.05482456140350876)	(52, 0.05482456140350876)	(57, 0.05482456140350876)	(62, 0.05482456140350876)	(67, 0.05482456140350876)	(72, 0.05482456140350876)	(77, 0.09868421052631579)	(82, 0.10964912280701752)	(87, 0.10964912280701752)	(92, 0.10964912280701752)	(97, 0.10964912280701752)	(102, 0.10964912280701752)	(107, 0.10964912280701752)	(112, 0.10964912280701752)	(117, 0.10964912280701752)	(122, 0.10964912280701752)	(127, 0.10964912280701752)	(132, 0.10964912280701752)	(137, 0.10964912280701752)	(142, 0.10964912280701752)	(147, 0.10964912280701752)	(152, 0.10964912280701752)	(157, 0.10964912280701752)	(162, 0.10964912280701752)	(167, 0.10964912280701752)	(172, 0.10964912280701752)	(177, 0.10964912280701752)	(182, 0.10964912280701752)	(187, 0.10964912280701752)	(192, 0.10964912280701752)	(197, 0.10964912280701752)	(202, 0.10964912280701752)	(207, 0.10964912280701752)	(212, 0.10964912280701752)	(217, 0.10964912280701752)	(222, 0.10964912280701752)	(227, 0.10964912280701752)	(232, 0.15350877192982457)	(237, 0.16447368421052633)	(242, 0.16447368421052633)	(247, 0.16447368421052633)	(252, 0.16447368421052633)	(257, 0.16447368421052633)	(262, 0.16447368421052633)	(267, 0.16447368421052633)	(272, 0.16447368421052633)	(277, 0.16447368421052633)	(282, 0.16447368421052633)	(287, 0.16447368421052633)	(290, 0.16447368421052633)
Gl-52_S21.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.0)	(237, 0.0)	(242, 0.0)	(247, 0.0)	(252, 0.0)	(257, 0.0)	(262, 0.0)	(267, 0.0)	(272, 0.0)	(277, 0.01289490651192779)	(282, 0.11605415860735009)	(287, 0.2106168063614872)	(290, 0.2149151085321298)
Gl-53_S22.R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0243161094224924)	(172, 0.060790273556231)	(177, 0.060790273556231)	(182, 0.060790273556231)	(187, 0.060790273556231)	(192, 0.060790273556231)	(197, 0.060790273556231)	(202, 0.060790273556231)	(207, 0.060790273556231)	(212, 0.060790273556231)	(217, 0.10942249240121579)	(222, 0.121580547112462)	(227, 0.121580547112462)	(232, 0.121580547112462)	(237, 0.121580547112462)	(242, 0.121580547112462)	(247, 0.121580547112462)	(252, 0.121580547112462)	(257, 0.121580547112462)	(262, 0.121580547112462)	(267, 0.121580547112462)	(272, 0.121580547112462)	(277, 0.121580547112462)	(282, 0.121580547112462)	(287, 0.121580547112462)	(290, 0.12158054711246201)
Gl-53_S22.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.10942249240121579)	(237, 0.243161094224924)	(242, 0.243161094224924)	(247, 0.243161094224924)	(252, 0.243161094224924)	(257, 0.243161094224924)	(262, 0.243161094224924)	(267, 0.243161094224924)	(272, 0.243161094224924)	(277, 0.243161094224924)	(282, 0.37689969604863227)	(287, 0.547112462006079)	(290, 0.547112462006079)
Gl-53_S22.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.0)	(237, 0.1337386018237082)	(242, 0.23100303951367782)	(247, 0.243161094224924)	(252, 0.243161094224924)	(257, 0.243161094224924)	(262, 0.243161094224924)	(267, 0.243161094224924)	(272, 0.243161094224924)	(277, 0.243161094224924)	(282, 0.243161094224924)	(287, 0.243161094224924)	(290, 0.24316109422492402)
Gl-54_S23.R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.03571428571428571)	(172, 0.05952380952380952)	(177, 0.05952380952380952)	(182, 0.05952380952380952)	(187, 0.05952380952380952)	(192, 0.05952380952380952)	(197, 0.05952380952380952)	(202, 0.05952380952380952)	(207, 0.05952380952380952)	(212, 0.07738095238095238)	(217, 0.08928571428571429)	(222, 0.08928571428571429)	(227, 0.08928571428571429)	(232, 0.08928571428571429)	(237, 0.08928571428571429)	(242, 0.08928571428571429)	(247, 0.08928571428571429)	(252, 0.08928571428571429)	(257, 0.10119047619047619)	(262, 0.11904761904761904)	(267, 0.11904761904761904)	(272, 0.11904761904761904)	(277, 0.11904761904761904)	(282, 0.11904761904761904)	(287, 0.11904761904761904)	(290, 0.11904761904761904)
Gl-54_S23.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.017857142857142856)	(237, 0.08928571428571429)	(242, 0.08928571428571429)	(247, 0.08928571428571429)	(252, 0.08928571428571429)	(257, 0.08928571428571429)	(262, 0.08928571428571429)	(267, 0.08928571428571429)	(272, 0.08928571428571429)	(277, 0.08928571428571429)	(282, 0.13095238095238096)	(287, 0.20238095238095238)	(290, 0.20833333333333334)
Gl-54_S23.R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.02976190476190476)	(122, 0.02976190476190476)	(127, 0.02976190476190476)	(132, 0.02976190476190476)	(137, 0.02976190476190476)	(142, 0.02976190476190476)	(147, 0.02976190476190476)	(152, 0.02976190476190476)	(157, 0.02976190476190476)	(162, 0.02976190476190476)	(167, 0.041666666666666664)	(172, 0.05952380952380952)	(177, 0.05952380952380952)	(182, 0.05952380952380952)	(187, 0.05952380952380952)	(192, 0.05952380952380952)	(197, 0.05952380952380952)	(202, 0.05952380952380952)	(207, 0.05952380952380952)	(212, 0.05952380952380952)	(217, 0.05952380952380952)	(222, 0.05952380952380952)	(227, 0.05952380952380952)	(232, 0.05952380952380952)	(237, 0.05952380952380952)	(242, 0.05952380952380952)	(247, 0.05952380952380952)	(252, 0.05952380952380952)	(257, 0.05952380952380952)	(262, 0.05952380952380952)	(267, 0.05952380952380952)	(272, 0.05952380952380952)	(277, 0.05952380952380952)	(282, 0.20238095238095238)	(287, 0.4166666666666667)	(290, 0.4166666666666667)
Gl-54_S23.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.005952380952380952)	(177, 0.02976190476190476)	(182, 0.02976190476190476)	(187, 0.02976190476190476)	(192, 0.02976190476190476)	(197, 0.02976190476190476)	(202, 0.02976190476190476)	(207, 0.02976190476190476)	(212, 0.02976190476190476)	(217, 0.02976190476190476)	(222, 0.02976190476190476)	(227, 0.02976190476190476)	(232, 0.02976190476190476)	(237, 0.05357142857142857)	(242, 0.05952380952380952)	(247, 0.08928571428571429)	(252, 0.08928571428571429)	(257, 0.08928571428571429)	(262, 0.08928571428571429)	(267, 0.08928571428571429)	(272, 0.08928571428571429)	(277, 0.08928571428571429)	(282, 0.08928571428571429)	(287, 0.10119047619047619)	(290, 0.1488095238095238)
Gl-63_S27.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.03172924378635643)	(237, 0.10576414595452141)	(242, 0.10576414595452141)	(247, 0.10576414595452141)	(252, 0.10576414595452141)	(257, 0.10576414595452141)	(262, 0.10576414595452141)	(267, 0.10576414595452141)	(272, 0.10576414595452141)	(277, 0.10576414595452141)	(282, 0.10576414595452141)	(287, 0.2009518773135907)	(290, 0.26441036488630354)
Gl-63_S27.R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.04230565838180857)	(172, 0.10576414595452141)	(177, 0.10576414595452141)	(182, 0.10576414595452141)	(187, 0.10576414595452141)	(192, 0.10576414595452141)	(197, 0.10576414595452141)	(202, 0.10576414595452141)	(207, 0.10576414595452141)	(212, 0.10576414595452141)	(217, 0.10576414595452141)	(222, 0.10576414595452141)	(227, 0.10576414595452141)	(232, 0.10576414595452141)	(237, 0.10576414595452141)	(242, 0.10576414595452141)	(247, 0.10576414595452141)	(252, 0.10576414595452141)	(257, 0.10576414595452141)	(262, 0.10576414595452141)	(267, 0.10576414595452141)	(272, 0.10576414595452141)	(277, 0.10576414595452141)	(282, 0.10576414595452141)	(287, 0.10576414595452141)	(290, 0.10576414595452142)
Gl-63_S27.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.0)	(237, 0.052882072977260705)	(242, 0.10576414595452141)	(247, 0.10576414595452141)	(252, 0.10576414595452141)	(257, 0.10576414595452141)	(262, 0.10576414595452141)	(267, 0.13749338974087782)	(272, 0.15864621893178213)	(277, 0.15864621893178213)	(282, 0.15864621893178213)	(287, 0.15864621893178213)	(290, 0.15864621893178213)
Gl-86_S40.R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.027238678924072186)	(172, 0.06809669731018046)	(177, 0.06809669731018046)	(182, 0.06809669731018046)	(187, 0.06809669731018046)	(192, 0.06809669731018046)	(197, 0.06809669731018046)	(202, 0.06809669731018046)	(207, 0.06809669731018046)	(212, 0.06809669731018046)	(217, 0.06809669731018046)	(222, 0.06809669731018046)	(227, 0.06809669731018046)	(232, 0.06809669731018046)	(237, 0.06809669731018046)	(242, 0.06809669731018046)	(247, 0.06809669731018046)	(252, 0.06809669731018046)	(257, 0.06809669731018046)	(262, 0.06809669731018046)	(267, 0.06809669731018046)	(272, 0.06809669731018046)	(277, 0.06809669731018046)	(282, 0.1361933946203609)	(287, 0.2383384405856316)	(290, 0.23833844058563158)
Gl-86_S40.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.006809669731018046)	(27, 0.03404834865509023)	(32, 0.03404834865509023)	(37, 0.03404834865509023)	(42, 0.03404834865509023)	(47, 0.03404834865509023)	(52, 0.03404834865509023)	(57, 0.03404834865509023)	(62, 0.03404834865509023)	(67, 0.03404834865509023)	(72, 0.03404834865509023)	(77, 0.03404834865509023)	(82, 0.03404834865509023)	(87, 0.03404834865509023)	(92, 0.03404834865509023)	(97, 0.03404834865509023)	(102, 0.03404834865509023)	(107, 0.03404834865509023)	(112, 0.03404834865509023)	(117, 0.03404834865509023)	(122, 0.03404834865509023)	(127, 0.03404834865509023)	(132, 0.03404834865509023)	(137, 0.03404834865509023)	(142, 0.03404834865509023)	(147, 0.03404834865509023)	(152, 0.03404834865509023)	(157, 0.03404834865509023)	(162, 0.03404834865509023)	(167, 0.03404834865509023)	(172, 0.03404834865509023)	(177, 0.03404834865509023)	(182, 0.04766768811712633)	(187, 0.06809669731018046)	(192, 0.06809669731018046)	(197, 0.06809669731018046)	(202, 0.06809669731018046)	(207, 0.06809669731018046)	(212, 0.06809669731018046)	(217, 0.06809669731018046)	(222, 0.06809669731018046)	(227, 0.06809669731018046)	(232, 0.0749063670411985)	(237, 0.10214504596527067)	(242, 0.10214504596527067)	(247, 0.10214504596527067)	(252, 0.10214504596527067)	(257, 0.10214504596527067)	(262, 0.10214504596527067)	(267, 0.10214504596527067)	(272, 0.10214504596527067)	(277, 0.10214504596527067)	(282, 0.10214504596527067)	(287, 0.13619339462036092)	(290, 0.13619339462036092)
Gl-88_S41.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.0)	(237, 0.0)	(242, 0.01239596245794227)	(247, 0.061979812289711354)	(252, 0.061979812289711354)	(257, 0.061979812289711354)	(262, 0.061979812289711354)	(267, 0.061979812289711354)	(272, 0.061979812289711354)	(277, 0.061979812289711354)	(282, 0.08854258898530193)	(287, 0.1292721799185408)	(290, 0.1328138834779529)
Gl-88_S41.R2 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.0)	(237, 0.017708517797060386)	(242, 0.0779174783070657)	(247, 0.11510536568089251)	(252, 0.11510536568089251)	(257, 0.11510536568089251)	(262, 0.11510536568089251)	(267, 0.11510536568089251)	(272, 0.11510536568089251)	(277, 0.11510536568089251)	(282, 0.11510536568089251)	(287, 0.11510536568089251)	(290, 0.12395962457942271)
I14_S68.R1 - polya	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(12, 0.0)	(17, 0.0)	(22, 0.0)	(27, 0.0)	(32, 0.0)	(37, 0.0)	(42, 0.0)	(47, 0.0)	(52, 0.0)	(57, 0.0)	(62, 0.0)	(67, 0.0)	(72, 0.0)	(77, 0.0)	(82, 0.0)	(87, 0.0)	(92, 0.0)	(97, 0.0)	(102, 0.0)	(107, 0.0)	(112, 0.0)	(117, 0.0)	(122, 0.0)	(127, 0.0)	(132, 0.0)	(137, 0.0)	(142, 0.0)	(147, 0.0)	(152, 0.0)	(157, 0.0)	(162, 0.0)	(167, 0.0)	(172, 0.0)	(177, 0.0)	(182, 0.0)	(187, 0.0)	(192, 0.0)	(197, 0.0)	(202, 0.0)	(207, 0.0)	(212, 0.0)	(217, 0.0)	(222, 0.0)	(227, 0.0)	(232, 0.051308363263211906)	(237, 0.20523345305284763)	(242, 0.20523345305284763)	(247, 0.20523345305284763)	(252, 0.20523345305284763)	(257, 0.20523345305284763)	(262, 0.20523345305284763)	(267, 0.20523345305284763)	(272, 0.20523345305284763)	(277, 0.20523345305284763)	(282, 0.20523345305284763)	(287, 0.20523345305284763)	(290, 0.20523345305284763)
