Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
I19_S73.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.045502806006370376)	(26.0, 0.27301683603822224)	(27.0, 2.0172910662824197)	(28.0, 3.3823752464735306)	(29.0, 2.1993022903079016)	(30.0, 1.7594418322463212)	(31.0, 3.0638556044289404)	(32.0, 1.7594418322463212)	(33.0, 1.137570150159259)	(34.0, 3.7463976945244934)	(35.0, 0.5915364780828148)	(36.0, 0.33368724404671607)	(37.0, 4.019414530562717)	(38.0, 2.0021234642802965)	(39.0, 7.219778553010768)	(40.0, 1.8504474442590624)	(41.0, 1.2285757621719997)	(42.0, 8.736538753223112)	(43.0, 8.41801911117852)	(44.0, 0.3033520400424692)	(45.0, 0.4853632640679507)	(46.0, 7.174275747004395)	(47.0, 4.6564538146519)	(48.0, 8.9792203852571)	(49.0, 5.778856362809034)	(50.0, 2.972849992416199)	(51.0, 5.354163506749578)	(52.0, 4.1255877445775795)	(53.0, 1.395419384195358)	(54.0, 1.258910966176247)	(55.0, 0.8342181101167903)	(56.0, 0.6067040800849385)	(57.0, 0.6370392840891853)	(58.0, 0.364022448050963)	(59.0, 0.2578492340360988)	(60.0, 0.1516760200212346)	(61.0, 0.1061732140148642)	(62.0, 0.12134081601698768)	(63.0, 0.06067040800849384)	(64.0, 0.06067040800849384)	(65.0, 0.1061732140148642)	(66.0, 0.24268163203397536)	(67.0, 0.12134081601698768)	(68.0, 0.06067040800849384)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I19_S73.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.09722222222222215)	(25.0, 0.08333333333333329)	(26.0, 0.7916666666666662)	(27.0, 2.0972222222222214)	(28.0, 2.1527777777777777)	(29.0, 1.7499999999999991)	(30.0, 5.166666666666657)	(31.0, 7.027777777777779)	(32.0, 2.319444444444444)	(33.0, 5.597222222222213)	(34.0, 8.430555555555564)	(35.0, 1.4861111111111098)	(36.0, 0.6388888888888886)	(37.0, 1.277777777777777)	(38.0, 1.5416666666666659)	(39.0, 3.819444444444442)	(40.0, 1.6666666666666659)	(41.0, 1.166666666666666)	(42.0, 2.11111111111111)	(43.0, 0.9027777777777771)	(44.0, 0.48611111111111077)	(45.0, 1.388888888888888)	(46.0, 3.902777777777775)	(47.0, 2.7638888888888875)	(48.0, 9.625000000000014)	(49.0, 5.180555555555548)	(50.0, 3.888888888888886)	(51.0, 7.249999999999999)	(52.0, 6.208333333333328)	(53.0, 2.930555555555555)	(54.0, 1.6666666666666652)	(55.0, 1.2222222222222212)	(56.0, 0.8472222222222217)	(57.0, 0.5416666666666663)	(58.0, 0.4166666666666664)	(59.0, 0.2777777777777776)	(60.0, 0.3611111111111109)	(61.0, 0.15277777777777765)	(62.0, 0.2222222222222221)	(63.0, 0.15277777777777765)	(64.0, 0.041666666666666644)	(65.0, 0.055555555555555525)	(66.0, 0.1388888888888888)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.041666666666666644)	(70.0, 0.0)	(71.0, 0.055555555555555525)	(72.0, 0.055555555555555525)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I24_S49.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.003246278952750412)	(16.0, 0.003246278952750412)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.002434709214562809)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.017042964501939664)	(27.0, 0.0535636027203818)	(28.0, 0.08034540408057271)	(29.0, 0.03976691717119256)	(30.0, 0.01866610397831487)	(31.0, 0.016231394763752058)	(32.0, 0.009738836858251236)	(33.0, 0.01947767371650247)	(34.0, 0.0267818013601909)	(35.0, 0.12254703046632805)	(36.0, 0.6330243957863304)	(37.0, 0.09414208962976194)	(38.0, 0.22399324773977833)	(39.0, 0.3733220795662975)	(40.0, 0.36277167296985857)	(41.0, 0.003246278952750412)	(42.0, 0.3010923728676003)	(43.0, 0.328685743965979)	(44.0, 0.008115697381876029)	(45.0, 0.00568098816731322)	(46.0, 0.18828417925952393)	(47.0, 1.8674219675696786)	(48.0, 5.858721939976319)	(49.0, 3.7900306773360772)	(50.0, 29.47458975149746)	(51.0, 54.50583518641745)	(52.0, 1.439724715544808)	(53.0, 0.0527520329821942)	(54.0, 0.030839650051128917)	(55.0, 0.01055040659643884)	(56.0, 0.007304127643688429)	(57.0, 0.014608255287376857)	(58.0, 0.009738836858251236)	(59.0, 0.002434709214562809)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I24_S49.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0022991148407862923)	(24.0, 0.003065486454381723)	(25.0, 0.0045982296815725845)	(26.0, 0.011495574203931462)	(27.0, 0.04598229681572585)	(28.0, 0.07663716135954306)	(29.0, 0.05594512779246644)	(30.0, 0.04215043874774869)	(31.0, 0.09043185040426083)	(32.0, 0.05671149940606186)	(33.0, 0.05594512779246644)	(34.0, 0.032953979384603524)	(35.0, 0.099628309767406)	(36.0, 0.1846955588764988)	(37.0, 0.1816300724221171)	(38.0, 0.6069663179675825)	(39.0, 0.23297697053301078)	(40.0, 0.08046901942752023)	(41.0, 0.07740353297313848)	(42.0, 0.6123309192627505)	(43.0, 0.7065946277349872)	(44.0, 0.16247078208223137)	(45.0, 0.21305130857952967)	(46.0, 0.8483733762501401)	(47.0, 3.629535961987923)	(48.0, 15.282982718319285)	(49.0, 11.764570640303361)	(50.0, 22.230907767176195)	(51.0, 34.473694294364385)	(52.0, 6.9709161972641045)	(53.0, 0.8407096601141867)	(54.0, 0.1663026401502085)	(55.0, 0.06514158715561161)	(56.0, 0.03601946583898524)	(57.0, 0.012261945817526891)	(58.0, 0.0199256619534812)	(59.0, 0.0045982296815725845)	(60.0, 0.005364601295168015)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0022991148407862923)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.003065486454381723)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0022991148407862923)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0022991148407862923)	(98.0, 0.0022991148407862923)	(99.0, 0.0)	(100.0, 0.0)
I28_S74.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.019419361103019717)	(26.0, 0.45150014564520846)	(27.0, 2.490533061462279)	(28.0, 3.4566462763375103)	(29.0, 2.3157588115351015)	(30.0, 0.8593067288086231)	(31.0, 0.5680163122633267)	(32.0, 0.4223711039906787)	(33.0, 0.1165161666181183)	(34.0, 0.36411302068161966)	(35.0, 0.11166132634236337)	(36.0, 0.3398388193028451)	(37.0, 0.6554034372269155)	(38.0, 1.1069035828721239)	(39.0, 1.0777745412175945)	(40.0, 0.7913389649480537)	(41.0, 0.5680163122633268)	(42.0, 0.1941936110301972)	(43.0, 0.1505000485484028)	(44.0, 0.04854840275754929)	(45.0, 0.09709680551509858)	(46.0, 0.3349839790270901)	(47.0, 1.7331779784445092)	(48.0, 7.034663559568877)	(49.0, 5.529663074084858)	(50.0, 18.103699388290124)	(51.0, 35.60054374211091)	(52.0, 3.233323623652784)	(53.0, 2.0875813185746206)	(54.0, 2.7332750752500257)	(55.0, 2.7672589571803115)	(56.0, 2.4128556170502002)	(57.0, 1.0098067773570256)	(58.0, 0.5874356733663465)	(59.0, 0.2621613748907662)	(60.0, 0.1941936110301972)	(61.0, 0.0339838819302845)	(62.0, 0.05825808330905916)	(63.0, 0.04369356248179437)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0339838819302845)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I28_S74.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.013311443404179798)	(24.0, 0.013311443404179798)	(25.0, 0.23073168567244984)	(26.0, 0.9318010382925859)	(27.0, 2.0543994320450825)	(28.0, 2.7244087500554692)	(29.0, 1.9922793628255764)	(30.0, 1.353330079424945)	(31.0, 1.2379642365887205)	(32.0, 0.7631894218396422)	(33.0, 0.2662288680835959)	(34.0, 0.368283267515641)	(35.0, 0.14642587744597776)	(36.0, 0.33722323290588824)	(37.0, 0.4792119625504727)	(38.0, 0.6833207614145631)	(39.0, 0.7055065004215295)	(40.0, 0.7143807960243161)	(41.0, 0.5457691795713718)	(42.0, 0.34166038070728144)	(43.0, 0.22185739006966332)	(44.0, 0.22185739006966332)	(45.0, 0.5679549185783381)	(46.0, 0.9806096641079117)	(47.0, 2.4714913253760518)	(48.0, 10.875449261214955)	(49.0, 10.085636952566935)	(50.0, 16.120157962461732)	(51.0, 23.712117850645463)	(52.0, 6.180946887340805)	(53.0, 2.196388161689667)	(54.0, 2.0588365798464765)	(55.0, 3.0705062785641437)	(56.0, 2.906331809912592)	(57.0, 0.9672982207037323)	(58.0, 0.44815192794071984)	(59.0, 0.27066601588498923)	(60.0, 0.332786085104495)	(61.0, 0.2218573900696633)	(62.0, 0.03993433021253939)	(63.0, 0.013311443404179798)	(64.0, 0.017748591205573067)	(65.0, 0.0)	(66.0, 0.04437147801393266)	(67.0, 0.03106003460975286)	(68.0, 0.0)	(69.0, 0.013311443404179798)	(70.0, 0.013311443404179798)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.013311443404179798)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I29_S75.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.04597213381427262)	(27.0, 0.351274253247519)	(28.0, 0.38074356979512963)	(29.0, 0.2652238489284959)	(30.0, 0.04597213381427262)	(31.0, 0.050687224461890334)	(32.0, 0.028290543885706225)	(33.0, 0.033005634533323926)	(34.0, 0.02357545323808852)	(35.0, 0.04479336115236819)	(36.0, 0.09665935827616294)	(37.0, 0.1614918546809064)	(38.0, 0.1178772661904426)	(39.0, 0.13673762878091342)	(40.0, 0.030648089209515075)	(41.0, 0.01768158992856639)	(42.0, 0.008251408633330981)	(43.0, 0.0)	(44.0, 0.025932998561897375)	(45.0, 0.030648089209515075)	(46.0, 0.25697244029516486)	(47.0, 1.8860362590470774)	(48.0, 7.171652875026449)	(49.0, 4.434542754084438)	(50.0, 28.11608553174425)	(51.0, 54.52766579437509)	(52.0, 1.623169955442394)	(53.0, 0.04361458849046377)	(54.0, 0.007072635971426558)	(55.0, 0.008251408633330981)	(56.0, 0.01886036259047082)	(57.0, 0.010608953957139835)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I29_S75.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.0)	(26.0, 0.07218933596916924)	(27.0, 0.2410013216201496)	(28.0, 0.3609466798458459)	(29.0, 0.2765406870203559)	(30.0, 0.1854710631823272)	(31.0, 0.18880287868859655)	(32.0, 0.11550293755067075)	(33.0, 0.0921802290067853)	(34.0, 0.057751468775335386)	(35.0, 0.01999089303761609)	(36.0, 0.07885296698170792)	(37.0, 0.11661354271942721)	(38.0, 0.10994991170688853)	(39.0, 0.09329083417554176)	(40.0, 0.07441054630668212)	(41.0, 0.031096944725180587)	(42.0, 0.06108328428160473)	(43.0, 0.07552115147543857)	(44.0, 0.1121711220444014)	(45.0, 0.2099043768949691)	(46.0, 0.6819115736164608)	(47.0, 3.060827845092794)	(48.0, 14.988727357537313)	(49.0, 12.198887173621157)	(50.0, 22.193223087259856)	(51.0, 34.43542386246267)	(52.0, 8.178496462722498)	(53.0, 1.1317066669628215)	(54.0, 0.2754300818515995)	(55.0, 0.09662264968181111)	(56.0, 0.05553025843782248)	(57.0, 0.047756022256527336)	(58.0, 0.019990893037616097)	(59.0, 0.009995446518808048)	(60.0, 0.0)	(61.0, 0.007774236181295147)	(62.0, 0.0033318155062693486)	(63.0, 0.004442420675025799)	(64.0, 0.0033318155062693486)	(65.0, 0.0)	(66.0, 0.0033318155062693486)	(67.0, 0.0033318155062693486)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.008884841350051598)	(91.0, 0.008884841350051598)	(92.0, 0.0)	(93.0, 0.004442420675025799)	(94.0, 0.004442420675025799)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I2_S60.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.005868889019308645)	(25.0, 0.007825185359078193)	(26.0, 0.17411037423948977)	(27.0, 1.1405207660856467)	(28.0, 1.443746698749927)	(29.0, 0.9233718723712269)	(30.0, 0.17215407789972018)	(31.0, 0.09977111332824695)	(32.0, 0.054776297513547345)	(33.0, 0.03130074143631277)	(34.0, 0.015650370718156385)	(35.0, 0.019562963397695483)	(36.0, 0.09585852064870785)	(37.0, 0.12129037306571198)	(38.0, 0.23279926443257626)	(39.0, 0.3482207484789796)	(40.0, 0.10368370600778608)	(41.0, 0.07629555725101238)	(42.0, 0.03130074143631277)	(43.0, 0.021519259737465025)	(44.0, 0.025431852417004127)	(45.0, 0.025431852417004127)	(46.0, 0.2699688948881977)	(47.0, 1.6491578144257304)	(48.0, 6.85877496723204)	(49.0, 5.064851223663385)	(50.0, 26.396306512510538)	(51.0, 52.285932273020684)	(52.0, 1.7332785570358202)	(53.0, 0.20541111567580259)	(54.0, 0.11150889136686425)	(55.0, 0.06064518653285599)	(56.0, 0.08998963162939923)	(57.0, 0.06455777921239508)	(58.0, 0.027388148756773673)	(59.0, 0.005868889019308645)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.005868889019308645)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
I2_S60.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.005450482367689551)	(25.0, 0.07085627077996416)	(26.0, 0.4106030050326129)	(27.0, 0.8648098690067423)	(28.0, 1.1191657128322559)	(29.0, 0.9792699987282235)	(30.0, 0.48690975818026627)	(31.0, 0.44330589923875)	(32.0, 0.3342962518849594)	(33.0, 0.1925837103250308)	(34.0, 0.09629185516251541)	(35.0, 0.03451972166203383)	(36.0, 0.06540578841227461)	(37.0, 0.10355916498610149)	(38.0, 0.14716302392761788)	(39.0, 0.1489798513835144)	(40.0, 0.07994040805944674)	(41.0, 0.07630675314765373)	(42.0, 0.03815337657382686)	(43.0, 0.06358896095637809)	(44.0, 0.1398957141040318)	(45.0, 0.1598808161188935)	(46.0, 0.7049290528878479)	(47.0, 2.9051071019785235)	(48.0, 15.097836158500217)	(49.0, 12.307189186242926)	(50.0, 20.546501698733895)	(51.0, 32.677458621754354)	(52.0, 7.981323013753365)	(53.0, 0.9465671045220858)	(54.0, 0.316127977325994)	(55.0, 0.19076688286913424)	(56.0, 0.08902454533892934)	(57.0, 0.05450482367689551)	(58.0, 0.023618756926654723)	(59.0, 0.023618756926654723)	(60.0, 0.007267309823586068)	(61.0, 0.007267309823586068)	(62.0, 0.010900964735379102)	(63.0, 0.016351447103068652)	(64.0, 0.010900964735379102)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.005450482367689551)	(68.0, 0.005450482367689551)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.005450482367689551)	(73.0, 0.005450482367689551)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
