Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Gl-39_S17.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.1226993865030675)	(22.0, 0.1226993865030675)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.8282208588957056)	(26.0, 5.061349693251534)	(27.0, 11.53374233128834)	(28.0, 15.920245398773025)	(29.0, 13.22085889570552)	(30.0, 6.3803680981595114)	(31.0, 5.306748466257672)	(32.0, 2.760736196319018)	(33.0, 1.226993865030675)	(34.0, 0.6441717791411044)	(35.0, 0.7361963190184049)	(36.0, 1.1349693251533743)	(37.0, 1.6871165644171782)	(38.0, 1.3496932515337425)	(39.0, 1.3496932515337425)	(40.0, 2.45398773006135)	(41.0, 1.226993865030675)	(42.0, 0.6134969325153374)	(43.0, 0.7055214723926381)	(44.0, 0.8895705521472393)	(45.0, 0.5828220858895705)	(46.0, 0.6134969325153374)	(47.0, 0.245398773006135)	(48.0, 1.9631901840490795)	(49.0, 0.6441717791411044)	(50.0, 1.5337423312883438)	(51.0, 2.9141104294478524)	(52.0, 2.4846625766871164)	(53.0, 2.3619631901840488)	(54.0, 2.54601226993865)	(55.0, 2.4539877300613497)	(56.0, 2.3619631901840497)	(57.0, 1.8404907975460123)	(58.0, 0.5521472392638037)	(59.0, 0.8282208588957056)	(60.0, 0.2147239263803681)	(61.0, 0.3067484662576687)	(62.0, 0.09202453987730062)	(63.0, 0.09202453987730062)	(64.0, 0.09202453987730062)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-45_S18.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.06787330316742084)	(20.0, 0.1809954751131222)	(21.0, 0.2036199095022625)	(22.0, 0.27149321266968335)	(23.0, 0.0904977375565611)	(24.0, 0.24886877828054302)	(25.0, 0.6108597285067874)	(26.0, 2.330316742081448)	(27.0, 19.932126696832583)	(28.0, 23.981900452488688)	(29.0, 14.389140271493225)	(30.0, 3.665158371040726)	(31.0, 1.5384615384615385)	(32.0, 1.3348416289592764)	(33.0, 0.2941176470588236)	(34.0, 0.8371040723981902)	(35.0, 1.3348416289592764)	(36.0, 1.4253393665158374)	(37.0, 2.624434389140272)	(38.0, 2.941176470588236)	(39.0, 3.914027149321268)	(40.0, 3.6199095022624443)	(41.0, 2.5791855203619916)	(42.0, 0.9954751131221722)	(43.0, 0.5656108597285069)	(44.0, 0.49773755656108604)	(45.0, 0.6334841628959277)	(46.0, 0.49773755656108604)	(47.0, 0.4524886877828055)	(48.0, 0.4298642533936652)	(49.0, 0.33936651583710414)	(50.0, 0.0904977375565611)	(51.0, 0.0)	(52.0, 0.0904977375565611)	(53.0, 0.0904977375565611)	(54.0, 0.0904977375565611)	(55.0, 1.9004524886877827)	(56.0, 2.624434389140272)	(57.0, 1.0859728506787334)	(58.0, 1.1312217194570138)	(59.0, 0.06787330316742084)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-45_S18.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.13752455795677795)	(17.0, 0.07858546168958741)	(18.0, 0.1964636542239685)	(19.0, 0.1768172888015717)	(20.0, 0.11787819253438112)	(21.0, 0.11787819253438112)	(22.0, 0.21611001964636534)	(23.0, 0.07858546168958741)	(24.0, 0.15717092337917482)	(25.0, 1.1591355599214141)	(26.0, 5.3045186640471504)	(27.0, 13.143418467583503)	(28.0, 18.80157170923379)	(29.0, 16.090373280943044)	(30.0, 9.921414538310414)	(31.0, 5.756385068762274)	(32.0, 3.3202357563850695)	(33.0, 0.7662082514734773)	(34.0, 0.9233791748526522)	(35.0, 0.9430255402750489)	(36.0, 1.1787819253438112)	(37.0, 1.6699410609037326)	(38.0, 1.8271119842829073)	(39.0, 2.9076620825147343)	(40.0, 2.337917485265226)	(41.0, 1.7681728880157166)	(42.0, 1.1787819253438112)	(43.0, 0.7662082514734774)	(44.0, 0.7269155206286836)	(45.0, 0.5108055009823181)	(46.0, 1.0019646365422397)	(47.0, 0.29469548133595275)	(48.0, 0.7662082514734774)	(49.0, 0.5304518664047149)	(50.0, 0.21611001964636534)	(51.0, 0.15717092337917482)	(52.0, 0.05893909626719056)	(53.0, 0.0)	(54.0, 0.11787819253438112)	(55.0, 0.11787819253438112)	(56.0, 0.31434184675834964)	(57.0, 1.0019646365422397)	(58.0, 1.7288801571709231)	(59.0, 1.06090373280943)	(60.0, 0.23575638506876223)	(61.0, 0.05893909626719056)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.05893909626719056)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-47_S19.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.05196604884808594)	(23.0, 0.13857613026156249)	(24.0, 0.41572839078468743)	(25.0, 0.5196604884808594)	(26.0, 3.602979386800625)	(27.0, 26.069634505456442)	(28.0, 31.543391650788166)	(29.0, 18.066862982851198)	(30.0, 4.728910445175818)	(31.0, 1.5589814654425778)	(32.0, 1.2471851723540621)	(33.0, 0.3984063745019922)	(34.0, 0.1732201628269531)	(35.0, 0.10393209769617189)	(36.0, 0.12125411397886716)	(37.0, 0.8141347652866797)	(38.0, 1.3684392863329298)	(39.0, 2.5116923609908204)	(40.0, 2.806166637796641)	(41.0, 1.5416594491598827)	(42.0, 0.7794907327212891)	(43.0, 0.27715226052312497)	(44.0, 0.06928806513078124)	(45.0, 0.13857613026156249)	(46.0, 0.27715226052312497)	(47.0, 0.27715226052312497)	(48.0, 0.27715226052312497)	(49.0, 0.06928806513078124)	(50.0, 0.0)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.05196604884808594)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-47_S19.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.060578524912918444)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.045433893684688836)	(24.0, 0.3180372557928218)	(25.0, 1.9233681659851607)	(26.0, 7.829774344994711)	(27.0, 19.127669241253976)	(28.0, 22.86839315462663)	(29.0, 19.582008178100818)	(30.0, 11.010146902922955)	(31.0, 4.815992730577012)	(32.0, 2.1353930031803756)	(33.0, 0.7117976677267919)	(34.0, 0.2574587308799034)	(35.0, 0.3331818870210514)	(36.0, 0.3634711494775107)	(37.0, 0.22716946842344415)	(38.0, 1.0752688172043023)	(39.0, 1.438739966681813)	(40.0, 1.4235953354535833)	(41.0, 1.0601241859760726)	(42.0, 0.8329547175526286)	(43.0, 0.5906406179009549)	(44.0, 0.42404967439042907)	(45.0, 0.3028926245645922)	(46.0, 0.3028926245645922)	(47.0, 0.24231409965167378)	(48.0, 0.3028926245645922)	(49.0, 0.060578524912918444)	(50.0, 0.22716946842344415)	(51.0, 0.060578524912918444)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.045433893684688836)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-51_S20.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.1438096483200418)	(24.0, 0.1961040658909661)	(25.0, 0.18303046149823501)	(26.0, 1.5426853183422666)	(27.0, 7.844162635638645)	(28.0, 8.890050987057132)	(29.0, 6.170741273369069)	(30.0, 1.7126421754477712)	(31.0, 2.967708197149954)	(32.0, 3.386063537717347)	(33.0, 0.8628578899202509)	(34.0, 4.379657471564906)	(35.0, 1.0197411426330234)	(36.0, 0.6406066152438227)	(37.0, 1.7257157798405018)	(38.0, 1.8303046149823508)	(39.0, 2.4578376258334425)	(40.0, 4.0397437573539)	(41.0, 3.3729899333246163)	(42.0, 0.7190482416002092)	(43.0, 0.3791345273892011)	(44.0, 0.8628578899202507)	(45.0, 6.43221336122369)	(46.0, 24.13387370898158)	(47.0, 12.799058700483718)	(48.0, 0.6667538240292847)	(49.0, 0.26147208785462145)	(50.0, 0.09151523074911751)	(51.0, 0.13073604392731072)	(52.0, 0.0522944175709243)	(53.0, 0.0522944175709243)	(54.0, 0.0522944175709243)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-51_S20.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.033902135834557576)	(18.0, 0.033902135834557576)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.11300711944852526)	(24.0, 0.22601423889705052)	(25.0, 0.3503220702904283)	(26.0, 2.01152672618375)	(27.0, 5.49214600519833)	(28.0, 8.193016160018095)	(29.0, 6.045880890496106)	(30.0, 2.9946886653859184)	(31.0, 3.9100463329189696)	(32.0, 4.147361283760872)	(33.0, 0.7684484122499717)	(34.0, 2.712170866764606)	(35.0, 1.2656797378234828)	(36.0, 1.2204768900440728)	(37.0, 1.3786868572720081)	(38.0, 1.050966210871285)	(39.0, 2.169736693411685)	(40.0, 3.1189964967792965)	(41.0, 2.6443665950954918)	(42.0, 0.8927562436433495)	(43.0, 0.5198327494632161)	(44.0, 2.1584359814668335)	(45.0, 12.724601649903915)	(46.0, 21.030624929370553)	(47.0, 9.469996609786422)	(48.0, 2.4296530681432937)	(49.0, 0.5537348852977739)	(50.0, 0.1695106791727879)	(51.0, 0.0)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.07910498361396767)	(56.0, 0.0452028477794101)	(57.0, 0.0452028477794101)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-52_S21.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.015026296018031557)	(26.0, 0.23040320560981717)	(27.0, 1.4274981217129978)	(28.0, 1.913348359629351)	(29.0, 1.4675682444277482)	(30.0, 0.4257450538442273)	(31.0, 0.5810167793638867)	(32.0, 0.44077134986225874)	(33.0, 0.21537690959178568)	(34.0, 0.20035061357375408)	(35.0, 0.1652892561983471)	(36.0, 0.9566741798146757)	(37.0, 1.7831204608064108)	(38.0, 1.3673929376408716)	(39.0, 0.5609817180065114)	(40.0, 1.6478837966441273)	(41.0, 0.5609817180065113)	(42.0, 0.08014024542950163)	(43.0, 0.08014024542950163)	(44.0, 0.5810167793638867)	(45.0, 0.6110693713999499)	(46.0, 0.20035061357375408)	(47.0, 0.9316303531179567)	(48.0, 4.623090408214372)	(49.0, 3.295767593288259)	(50.0, 24.613072877535682)	(51.0, 48.70022539444028)	(52.0, 1.6629100926621583)	(53.0, 0.14024542950162783)	(54.0, 0.11019283746556473)	(55.0, 0.11520160280490858)	(56.0, 0.19534184823441023)	(57.0, 0.045078888054094664)	(58.0, 0.020035061357375407)	(59.0, 0.020035061357375407)	(60.0, 0.0)	(61.0, 0.015026296018031557)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-52_S21.R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.027568461679838244)	(25.0, 0.11027384671935297)	(26.0, 0.5789376952766032)	(27.0, 1.1900385958463509)	(28.0, 1.686270906083438)	(29.0, 1.314096673405622)	(30.0, 0.744348465355633)	(31.0, 2.0768241132144807)	(32.0, 1.6678919316302117)	(33.0, 0.2573056423451569)	(34.0, 0.24352141150523784)	(35.0, 0.183789744532255)	(36.0, 0.48244807939716927)	(37.0, 0.6892115419959562)	(38.0, 0.5192060283036204)	(39.0, 0.6662378239294244)	(40.0, 1.1578753905532062)	(41.0, 0.36757948906450993)	(42.0, 0.22973718066531873)	(43.0, 0.3997426943576545)	(44.0, 0.8638117993015988)	(45.0, 0.5559639772100712)	(46.0, 0.5329902591435394)	(47.0, 2.2789928321999624)	(48.0, 13.375298658334975)	(49.0, 10.301415181032928)	(50.0, 18.26870060650613)	(51.0, 30.068002205476844)	(52.0, 7.342400294063577)	(53.0, 0.978680389634258)	(54.0, 0.2664951295717697)	(55.0, 0.11946333394596573)	(56.0, 0.20676346259878683)	(57.0, 0.08270538503951473)	(58.0, 0.05054217974637011)	(59.0, 0.06892115419959562)	(60.0, 0.018378974453225498)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.013784230839919122)	(64.0, 0.013784230839919122)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
Gl-53_S22.R1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 0.0)	(19.0, 0.0)	(20.0, 0.0)	(21.0, 0.0)	(22.0, 0.0)	(23.0, 0.0)	(24.0, 0.0)	(25.0, 0.19624334174376218)	(26.0, 3.364171572750209)	(27.0, 18.264648163723006)	(28.0, 19.540229885057457)	(29.0, 12.419400056069522)	(30.0, 2.9296327446033077)	(31.0, 1.6961031679282306)	(32.0, 1.8923465096719927)	(33.0, 0.658816932996916)	(34.0, 0.7148864592094194)	(35.0, 0.3784693019343984)	(36.0, 1.2755817213344542)	(37.0, 5.606952621250348)	(38.0, 8.69077656293804)	(39.0, 5.270535463975326)	(40.0, 5.775161199887858)	(41.0, 2.130641996075133)	(42.0, 0.7289038407625452)	(43.0, 0.5046257359125313)	(44.0, 2.284833193159517)	(45.0, 2.2427810485001394)	(46.0, 0.5186431174656572)	(47.0, 0.7709559854219229)	(48.0, 1.1354079058031952)	(49.0, 0.5606952621250348)	(50.0, 0.35043453882814674)	(51.0, 0.09812167087188109)	(52.0, 0.0)	(53.0, 0.0)	(54.0, 0.0)	(55.0, 0.0)	(56.0, 0.0)	(57.0, 0.0)	(58.0, 0.0)	(59.0, 0.0)	(60.0, 0.0)	(61.0, 0.0)	(62.0, 0.0)	(63.0, 0.0)	(64.0, 0.0)	(65.0, 0.0)	(66.0, 0.0)	(67.0, 0.0)	(68.0, 0.0)	(69.0, 0.0)	(70.0, 0.0)	(71.0, 0.0)	(72.0, 0.0)	(73.0, 0.0)	(74.0, 0.0)	(75.0, 0.0)	(76.0, 0.0)	(77.0, 0.0)	(78.0, 0.0)	(79.0, 0.0)	(80.0, 0.0)	(81.0, 0.0)	(82.0, 0.0)	(83.0, 0.0)	(84.0, 0.0)	(85.0, 0.0)	(86.0, 0.0)	(87.0, 0.0)	(88.0, 0.0)	(89.0, 0.0)	(90.0, 0.0)	(91.0, 0.0)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
